temp,feels_like,temp_min,temp_max,humidity,rain_1h,clouds_all,Normal (kWh),Horario Economico (kWh),Autoconsumo (kWh),wind_gusts_10m (km/h),soil_temperature_0_to_7cm (°C),soil_moisture_0_to_7cm (m³/m³),shortwave_radiation (W/m²),direct_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²),terrestrial_radiation (W/m²),shortwave_radiation_instant (W/m²),direct_radiation_instant (W/m²),diffuse_radiation_instant (W/m²),direct_normal_irradiance_instant (W/m²),terrestrial_radiation_instant (W/m²),broken clouds,few clouds,heavy intensity rain,light rain,moderate rain,overcast clouds,scattered clouds,sky is clear,Injeçao na rede (kWh)
9.6,7.99,7.65,10.69,73,0.0,84,0.459,0.0,0.0,22.0,9.5,0.276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,None
10.77,10.33,10.34,11.78,93,0.11,43,0.563,0.0,0.047,19.4,10.2,0.359,78.0,18.0,60.0,83.4,295.9,112.0,25.8,86.1,83.4,424.7,0,0,0,1,0,0,0,0,None
19.08,19.42,19.04,20.72,91,0.0,92,0.199,0.0,0.176,27.7,20.8,0.206,359.0,197.0,162.0,331.7,787.2,405.3,222.4,182.9,331.7,888.7,0,0,0,0,0,1,0,0,None
13.94,13.69,11.68,14.04,88,0.0,1,0.609,0.0,0.0,16.6,13.0,0.367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,None
33.67,36.75,31.97,34.57,47,0.0,99,0.855,0.0,0.118,13.0,33.3,0.107,150.0,29.0,121.0,105.1,365.0,100.7,19.5,81.2,105.1,245.0,0,0,0,0,0,1,0,0,None
20.75,20.03,20.7,22.33,44,0.0,100,0.566,0.0,0.0,17.3,17.6,0.255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,None
20.65,21.04,19.45,20.82,87,2.51,74,0.26,0.0,0.086,29.5,19.4,0.423,52.0,0.0,52.0,0.0,307.4,30.2,0.0,30.2,0.0,178.4,0,0,0,0,1,0,0,0,None
9.88,9.39,5.72,10.15,95,0.0,99,0.0,0.362,0.0,11.9,7.6,0.411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,None
10.59,9.92,8.12,10.7,85,0.0,19,0.0,0.369,0.0,13.7,9.7,0.267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,None
15.13,14.89,14.72,15.57,84,0.99,88,1.613,0.0,0.0,43.6,13.0,0.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,None
18.59,18.93,18.04,20.66,93,1.18,100,0.62,0.0,0.0,36.4,18.0,0.421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,None
14.62,14.17,13.6,15.72,78,0.0,100,0.258,0.0,0.0,36.7,12.7,0.402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,None
12.81,12.55,10.72,15.11,92,0.0,49,0.527,0.0,0.0,10.1,12.5,0.277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,None
10.06,8.92,6.72,10.15,69,0.0,100,0.447,0.0,0.041,9.4,5.6,0.27,1.0,0.0,1.0,0.0,14.4,3.4,0.0,3.4,0.0,49.1,0,0,0,0,0,1,0,0,None
10.42,9.71,8.12,11.22,84,0.0,12,0.63,0.0,0.0,14.0,7.1,0.357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,None
19.37,19.09,15.72,20.1,66,0.0,0,0.0,0.433,0.0,9.7,17.7,0.188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,None
11.85,11.28,11.12,12.72,84,0.0,100,0.731,0.0,0.077,10.1,8.6,0.299,85.0,3.0,82.0,7.3,579.6,78.9,2.8,76.1,7.3,537.9,0,0,0,0,0,1,0,0,None
20.11,20.19,18.72,20.15,77,0.0,100,0.163,0.0,0.236,22.3,18.3,0.258,371.0,203.0,168.0,394.3,709.0,330.9,181.1,149.9,394.3,632.4,0,0,0,0,0,1,0,0,None
13.45,13.1,11.93,14.54,86,0.0,5,0.0,0.183,0.0,18.4,14.5,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,None
20.62,20.23,18.44,20.9,57,0.0,25,0.198,0.0,0.157,15.1,16.5,0.39,495.0,402.0,93.0,754.9,736.8,431.5,350.5,81.1,754.9,642.4,0,0,0,0,0,0,1,0,None
21.15,21.28,18.12,21.93,75,0.0,59,0.18,0.0,0.12,29.5,17.7,0.384,150.0,21.0,129.0,34.3,842.3,154.0,21.6,132.5,34.3,864.8,1,0,0,0,0,0,0,0,None
16.73,16.6,14.72,17.32,82,0.0,34,0.0,0.304,0.0,13.3,17.3,0.256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,None
24.26,24.39,22.72,29.23,63,0.0,76,0.326,0.0,0.014,34.9,31.6,0.1,17.0,0.0,17.0,0.0,123.1,1.0,0.0,1.0,0.0,6.9,1,0,0,0,0,0,0,0,None
7.7,6.14,7.32,9.45,81,0.0,12,0.0,0.287,0.0,14.0,6.2,0.278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,None
9.69,8.3,8.72,12.23,77,0.0,0,0.0,0.266,0.0,18.4,4.9,0.363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,None
13.98,12.84,12.72,14.55,54,0.0,38,1.725,0.0,0.0,14.0,13.5,0.365,20.0,8.0,12.0,81.6,75.4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,None
13.39,12.93,11.72,13.48,82,0.0,32,0.0,0.269,0.0,28.1,14.8,0.241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,None
11.87,11.25,11.77,13.72,82,0.0,42,0.0,0.273,0.0,24.8,9.2,0.408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,None
17.42,17.41,17.37,18.43,84,0.0,86,0.687,0.0,0.012,9.7,18.2,0.186,16.0,0.0,16.0,0.0,95.8,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,None
5.71,4.4,4.72,8.34,86,0.0,0,0.0,0.494,0.0,10.8,5.7,0.351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,None
14.06,13.92,13.43,14.79,92,1.7,100,0.0,0.288,0.0,30.2,12.1,0.394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,None
12.76,12.57,10.72,12.93,95,0.0,39,0.0,0.274,0.0,8.6,9.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,None
11.66,11.28,8.72,11.82,92,0.0,64,0.38,0.0,0.0,13.0,9.0,0.383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,None
9.29,8.1,8.68,12.72,90,0.0,100,0.0,0.584,0.0,15.5,10.7,0.415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,None
13.0,12.76,11.38,14.72,92,2.17,100,0.0,0.261,0.0,27.0,12.2,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,None
24.45,24.83,21.72,24.59,72,0.0,81,1.365,0.0,0.129,10.4,25.3,0.195,129.0,38.0,91.0,134.5,373.9,87.9,25.9,62.0,134.5,254.8,1,0,0,0,0,0,0,0,None
11.81,11.47,11.12,11.82,93,1.63,100,0.0,0.299,0.0,15.8,10.4,0.426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,None
12.37,12.14,11.77,12.72,95,0.0,93,0.0,0.474,0.0,9.7,11.2,0.406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,None
12.56,12.12,11.72,15.01,86,0.0,0,0.0,0.164,0.015,7.9,13.3,0.223,34.0,16.0,18.0,145.3,86.9,76.6,36.0,40.5,243.5,195.7,0,0,0,0,0,0,0,1,None
25.77,25.79,17.72,26.26,53,0.0,1,0.0,0.283,0.0,7.9,24.8,0.097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,None
9.23,8.17,8.12,11.77,91,0.0,100,0.0,0.402,0.0,13.3,10.5,0.415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,None
19.36,19.21,12.72,19.59,71,0.0,3,0.353,0.0,0.0,8.3,14.7,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,None
9.4,9.0,5.82,10.1,95,0.0,0,0.0,0.271,0.0,9.4,9.2,0.397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,None
14.59,14.48,14.45,14.79,91,0.28,66,0.881,0.0,0.0,39.6,13.4,0.416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,None
18.79,18.81,14.72,20.34,80,0.0,10,0.0,0.234,0.0,5.0,18.2,0.198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,None
12.24,11.9,11.21,12.79,91,0.0,17,0.0,0.281,0.0,16.6,9.6,0.323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,None
13.36,12.61,12.57,13.72,71,0.0,50,0.0,0.331,0.0,37.4,9.6,0.336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,None
16.79,16.38,15.9,16.82,71,0.43,92,1.244,0.0,0.001,63.0,13.9,0.42,86.0,39.0,47.0,163.0,338.4,62.8,28.5,34.3,163.0,247.2,0,0,0,1,0,0,0,0,None
17.92,18.2,17.32,17.93,93,1.15,100,1.18,0.0,0.0,45.0,15.9,0.404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,None
11.81,11.5,11.12,12.01,94,0.21,100,0.122,0.0,0.197,19.1,9.6,0.372,54.0,4.0,50.0,12.0,466.2,65.3,4.8,60.5,12.0,564.0,0,0,0,1,0,0,0,0,None
16.82,16.93,16.68,17.32,91,0.0,21,0.0,0.203,0.0,9.7,18.6,0.301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,None
11.78,11.13,10.72,12.32,81,0.0,0,0.0,0.339,0.001,16.6,12.0,0.269,9.0,3.0,6.0,38.1,48.0,21.7,7.2,14.4,82.9,115.6,0,0,0,0,0,0,0,1,None
8.51,8.51,8.12,9.55,90,0.0,100,0.0,0.464,0.0,9.0,8.5,0.278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,None
10.77,10.02,10.34,11.78,81,0.0,29,0.316,0.0,0.0,27.4,10.1,0.422,72.0,42.0,30.0,319.7,160.3,22.2,13.0,9.3,148.9,49.5,0,0,0,0,0,0,1,0,None
17.51,17.56,15.9,17.72,86,0.0,100,0.0,0.285,0.0,10.1,16.6,0.177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,None
18.9,17.89,16.84,24.72,40,0.0,0,0.0,0.451,0.0,34.6,19.1,0.188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,None
15.66,15.45,14.54,15.9,83,0.0,100,1.191,0.0,0.224,22.0,15.1,0.402,346.0,207.0,139.0,482.9,606.4,345.3,206.6,138.7,482.9,605.2,0,0,0,0,0,1,0,0,None
13.59,13.43,13.12,15.1,93,0.16,77,0.289,0.0,0.0,25.9,14.3,0.42,41.0,15.0,26.0,115.5,146.8,8.2,3.0,5.2,34.4,29.3,0,0,0,1,0,0,0,0,None
18.39,18.63,16.12,18.6,90,2.39,100,0.155,0.0,0.31,36.7,15.7,0.427,61.0,0.0,61.0,0.0,756.7,62.7,0.0,62.7,0.0,778.1,0,0,0,0,1,0,0,0,None
13.12,12.86,12.93,15.72,91,7.45,100,0.95,0.0,0.0,41.4,14.7,0.412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,None
14.99,14.63,12.72,17.01,80,0.0,0,1.073,0.0,0.0,20.2,15.5,0.338,1.0,0.0,1.0,0.0,8.7,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,None
11.31,10.74,10.9,12.32,86,0.0,100,0.0,0.329,0.0,11.9,11.2,0.237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,None
16.09,15.87,15.57,17.57,81,0.0,0,0.202,0.0,0.0,24.1,18.2,0.222,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,None
19.85,19.77,17.72,23.68,72,0.0,30,0.0,0.36,0.0,7.6,26.8,0.104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,None
18.3,18.43,17.32,19.0,86,0.0,0,0.309,0.0,0.0,16.2,15.1,0.345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,None
19.54,19.43,17.72,21.21,72,0.0,100,0.541,0.0,0.022,18.4,19.8,0.328,27.0,4.0,23.0,32.3,116.1,0.4,0.1,0.3,0.6,1.6,0,0,0,0,0,1,0,0,None
7.39,4.63,7.01,7.89,77,0.0,65,0.0,0.466,0.0,32.8,7.9,0.368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,None
15.7,15.52,15.01,16.38,84,0.8,91,0.0,0.268,0.0,69.8,13.7,0.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,None
14.14,14.04,14.04,15.72,93,2.7,100,1.747,0.0,0.0,41.4,12.3,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,None
13.94,13.87,11.45,14.04,95,0.0,46,0.0,0.228,0.043,7.2,11.4,0.418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,None
21.71,22.03,17.72,21.82,80,0.0,8,0.0,0.178,0.001,4.7,23.1,0.094,7.0,2.0,5.0,26.5,42.1,17.3,4.9,12.4,56.8,104.2,0,0,0,0,0,0,0,1,None
11.3,10.84,11.26,12.89,90,0.0,100,0.0,0.33,0.0,10.4,13.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,None
12.91,12.68,11.68,12.93,93,1.01,100,0.282,0.0,0.14,42.5,10.4,0.429,184.0,0.0,184.0,0.0,959.8,177.7,0.0,177.7,0.0,926.8,0,0,0,0,1,0,0,0,None
9.16,7.68,8.72,12.79,85,0.0,26,0.0,0.384,0.0,16.6,7.5,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,None
14.13,14.05,14.04,16.45,94,0.26,100,0.0,0.321,0.0,14.8,15.3,0.271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,None
22.91,22.98,22.72,24.45,66,0.0,71,0.863,0.0,0.061,8.6,27.5,0.17,175.0,84.0,91.0,298.2,372.7,119.0,57.1,61.9,298.2,253.4,1,0,0,0,0,0,0,0,None
16.2,15.83,15.1,16.26,75,0.17,70,0.0,0.998,0.0,28.8,11.9,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,None
16.78,16.92,15.26,17.01,92,0.33,100,0.0,0.274,0.0,31.3,17.1,0.201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,None
20.12,20.41,19.23,20.15,85,1.62,45,0.96,0.0,0.101,18.4,20.5,0.259,137.0,67.0,70.0,264.7,336.8,88.0,43.0,45.0,264.7,216.3,0,0,0,0,1,0,0,0,None
12.79,12.03,10.72,12.93,73,0.0,5,0.0,0.288,0.0,25.6,12.4,0.283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,None
17.82,17.17,15.72,18.43,58,0.0,29,0.255,0.0,0.0,9.0,15.2,0.315,84.0,47.0,37.0,334.0,174.4,26.9,15.1,11.9,172.7,55.9,0,0,0,0,0,0,1,0,None
7.32,4.9,6.68,7.57,79,0.0,0,0.0,0.33,0.0,28.8,7.7,0.385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,None
12.37,11.86,11.77,12.72,84,0.37,100,0.0,0.321,0.0,37.8,10.8,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,None
20.86,20.93,18.72,21.26,74,0.0,14,0.43,0.0,0.013,23.4,24.2,0.12,40.0,18.0,22.0,146.0,111.6,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,None
12.97,12.8,12.49,13.72,95,0.76,100,0.491,0.0,0.0,36.4,12.4,0.427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,None
14.08,14.0,13.6,16.45,94,0.16,100,0.0,0.273,0.0,17.6,15.5,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,None
9.02,8.22,8.34,9.04,75,0.0,0,0.0,0.586,0.0,11.9,7.7,0.246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,None
12.92,12.49,10.34,13.99,85,0.0,78,0.901,0.0,0.0,18.0,12.6,0.415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,None
15.59,15.66,13.99,15.7,94,0.64,100,0.0,0.264,0.0,28.4,13.6,0.417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,None
12.35,12.1,9.71,12.72,94,0.16,99,0.0,0.271,0.0,24.1,10.4,0.409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,None
16.22,16.2,14.72,20.34,88,0.0,67,0.0,0.331,0.0,11.9,21.1,0.107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,None
12.87,12.51,10.9,12.93,88,0.0,78,0.33,0.0,0.002,8.3,13.3,0.368,2.0,0.0,2.0,0.0,38.0,5.0,0.0,5.0,0.0,95.6,1,0,0,0,0,0,0,0,None
9.82,7.81,5.34,10.72,87,0.0,98,0.0,0.291,0.0,30.6,6.7,0.387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,None
12.92,12.36,12.23,13.68,80,0.0,100,0.38,0.0,0.076,22.3,12.0,0.281,251.0,76.0,175.0,164.4,650.7,227.0,68.7,158.3,164.4,588.4,0,0,0,0,0,1,0,0,None
10.16,9.42,10.01,10.72,84,0.0,27,0.497,0.0,0.0,25.6,8.8,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,None
14.58,12.98,13.43,14.72,34,0.0,92,1.867,0.0,0.473,12.6,14.3,0.257,648.0,280.0,368.0,344.5,1111.6,646.8,279.5,367.3,344.5,1109.5,0,0,0,0,0,1,0,0,None
13.61,13.51,9.71,15.01,95,0.0,57,0.0,0.26,0.0,17.3,12.6,0.408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,None
9.91,8.75,6.93,10.72,77,0.0,0,0.602,0.0,0.0,21.2,8.4,0.385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,None
12.93,12.39,10.72,12.93,81,0.0,83,0.211,0.0,0.101,11.2,9.2,0.354,167.0,70.0,97.0,266.5,358.4,226.2,94.8,131.4,266.5,485.3,1,0,0,0,0,0,0,0,None
19.92,20.06,15.72,20.9,80,0.0,2,0.0,0.438,0.0,11.9,22.5,0.104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,None
16.78,16.92,15.66,16.82,92,0.0,100,0.334,0.0,0.0,16.2,15.3,0.292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,None
14.59,14.56,14.45,15.9,94,0.0,75,0.0,0.202,0.0,18.0,15.0,0.382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,None
14.87,14.45,13.72,17.32,78,0.0,30,1.15,0.0,0.0,29.9,17.7,0.279,1.0,0.0,1.0,0.0,15.5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,None
19.48,19.36,16.68,19.59,72,0.0,15,0.341,0.0,0.05,23.0,19.6,0.362,205.0,138.0,67.0,490.5,372.6,139.7,94.0,45.6,490.5,253.9,0,1,0,0,0,0,0,0,None
19.37,19.11,15.72,20.34,67,0.0,73,0.825,0.0,0.006,20.9,18.6,0.215,34.0,16.0,18.0,143.6,94.1,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,None
16.16,15.87,14.45,16.45,78,0.0,72,0.0,0.505,0.0,5.8,16.4,0.261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,None
12.16,11.26,9.72,15.11,70,0.0,0,0.547,0.0,0.0,15.8,10.1,0.268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,None
11.18,10.78,9.54,11.45,93,0.22,100,0.0,0.508,0.0,27.7,9.4,0.321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,None
19.88,19.99,18.72,22.32,79,0.0,21,0.493,0.0,0.0,26.3,21.5,0.316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,None
9.96,8.94,8.99,10.72,89,0.0,1,0.0,0.247,0.0,17.6,9.1,0.391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,None
16.28,16.16,15.57,17.88,84,0.0,6,0.459,0.0,0.0,17.6,17.5,0.357,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,None
21.08,21.33,17.72,21.26,80,0.0,100,0.0,0.353,0.0,8.6,19.5,0.206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,None
16.28,16.42,15.57,16.72,94,1.11,100,0.0,0.194,0.063,14.0,17.4,0.371,88.0,36.0,52.0,156.5,307.1,123.0,50.3,72.7,156.5,429.3,0,0,0,0,1,0,0,0,None
10.12,9.59,9.54,10.67,92,0.0,100,0.0,0.474,0.0,10.4,7.6,0.361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,None
15.06,14.81,13.6,15.15,84,0.0,98,0.818,0.0,0.0,13.0,13.6,0.397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,None
17.91,18.16,16.68,19.79,92,0.0,73,0.0,0.32,0.0,5.0,20.4,0.115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,None
26.68,27.4,20.72,28.68,55,0.0,0,0.289,0.0,0.235,27.4,30.0,0.1,328.0,257.0,71.0,671.1,510.1,249.7,195.7,54.1,671.1,388.4,0,0,0,0,0,0,0,1,None
24.34,24.76,20.72,26.45,74,0.0,33,0.343,0.0,0.08,17.6,23.4,0.362,148.0,95.0,53.0,439.3,292.8,82.7,53.1,29.6,439.3,163.5,0,0,0,0,0,0,1,0,None
16.87,16.96,16.38,17.72,90,0.31,92,0.421,0.0,0.018,32.0,15.2,0.419,26.0,7.0,19.0,57.1,114.0,54.2,14.6,39.6,85.0,237.7,0,0,0,1,0,0,0,0,None
16.15,15.83,12.72,16.26,77,0.0,71,0.694,0.0,0.019,15.8,15.2,0.328,65.0,36.0,29.0,260.5,145.8,6.1,3.4,2.7,39.0,13.8,1,0,0,0,0,0,0,0,None
11.26,10.56,10.01,11.72,81,0.0,95,0.0,0.288,0.0,23.0,8.7,0.377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,None
15.47,15.37,12.72,15.7,88,0.0,30,0.409,0.0,0.0,10.1,13.6,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,None
12.4,11.94,11.45,12.88,86,0.0,100,0.0,0.364,0.0,11.9,13.9,0.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,None
14.03,13.84,13.34,14.54,90,0.0,69,0.372,0.0,0.129,12.2,14.1,0.369,120.0,48.0,72.0,140.8,466.0,148.3,59.3,89.0,140.8,576.0,1,0,0,0,0,0,0,0,None
16.14,15.77,11.77,16.26,75,0.0,65,0.0,0.0,0.0,15.1,13.5,0.318,130.0,83.0,47.0,455.9,248.3,195.9,125.1,70.8,455.9,374.1,1,0,0,0,0,0,0,0,None
16.79,17.01,15.66,17.49,95,0.8,100,0.535,0.0,0.0,42.8,15.2,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,None
10.71,10.29,9.54,11.72,94,0.15,100,0.0,0.427,0.0,15.8,8.3,0.362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,None
15.7,15.75,15.57,15.9,93,0.75,99,0.141,0.0,0.079,40.0,13.9,0.428,50.0,0.0,50.0,0.0,563.4,46.7,0.0,46.7,0.0,526.3,0,0,0,1,0,0,0,0,None
